feature,family,signal,rationale,availability,provenance,stage,leakage_guard
fraction_squared__reach__required_ay,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__required_speed,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__speed_margin,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__heading_cross,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__reported_vx_gap,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__reported_vy_gap,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__within_3yps,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__within_6yps,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__within_9yps,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
fraction_squared__reach__within_12yps,reachability,,Required arrival motion measures the gap from current motion.,pre-throw input plus supplied horizon; exact observed frame matches,Verified observed tracking and supplied player metadata; no outputs.,context,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dvx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dvx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dvy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__dvy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__closing_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__closing_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__closest_distance__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__closest_distance__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__ball_distance_advantage__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__ball_distance_advantage__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__heading_alignment__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__heading_alignment__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__age_seconds__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__age_seconds__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__relative_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__relative_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__weight_sum,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__2yd__effective_neighbours,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dvx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dvx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dvy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__dvy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__closing_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__closing_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__closest_distance__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__closest_distance__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__ball_distance_advantage__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__ball_distance_advantage__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__heading_alignment__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__heading_alignment__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__age_seconds__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__age_seconds__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__relative_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__relative_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__weight_sum,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__5yd__effective_neighbours,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dvx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dvx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dvy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__dvy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__closing_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__closing_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__closest_distance__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__closest_distance__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__ball_distance_advantage__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__ball_distance_advantage__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__heading_alignment__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__heading_alignment__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__age_seconds__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__age_seconds__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__relative_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__relative_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__weight_sum,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__10yd__effective_neighbours,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dvx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dvx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dvy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__dvy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__closing_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__closing_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__closest_distance__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__closest_distance__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__ball_distance_advantage__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__ball_distance_advantage__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__heading_alignment__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__heading_alignment__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__age_seconds__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__age_seconds__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__relative_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__relative_speed__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__weight_sum,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__teammate__20yd__effective_neighbours,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dvx__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dvx__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dvy__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__dvy__std,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
level__pool__opponent__2yd__closing_speed__mean,graph_pool,,Distance-weighted neighbour moments summarize local traffic.,"Observed pre-throw tracking and organizer-supplied landing point, role and horizon.",Deterministic transforms of verified observed neighbour and motion bank.,representation,Use observed input frames and supplied context; future player coordinates excluded.
