feature,family,stage
level__pool__teammate__10yd__heading_alignment__mean,graph_pool,representation
level__pool__teammate__10yd__heading_alignment__std,graph_pool,representation
level__pool__teammate__10yd__age_seconds__mean,graph_pool,representation
level__pool__teammate__10yd__age_seconds__std,graph_pool,representation
level__pool__teammate__10yd__relative_speed__mean,graph_pool,representation
level__pool__teammate__10yd__relative_speed__std,graph_pool,representation
level__pool__teammate__10yd__weight_sum,graph_pool,representation
level__pool__teammate__10yd__effective_neighbours,graph_pool,representation
level__pool__teammate__20yd__dx__mean,graph_pool,representation
level__pool__teammate__20yd__dx__std,graph_pool,representation
level__pool__teammate__20yd__dy__mean,graph_pool,representation
level__pool__teammate__20yd__dy__std,graph_pool,representation
level__pool__teammate__20yd__dvx__mean,graph_pool,representation
level__pool__teammate__20yd__dvx__std,graph_pool,representation
level__pool__teammate__20yd__dvy__mean,graph_pool,representation
level__pool__teammate__20yd__dvy__std,graph_pool,representation
level__pool__teammate__20yd__closing_speed__mean,graph_pool,representation
level__pool__teammate__20yd__closing_speed__std,graph_pool,representation
level__pool__teammate__20yd__closest_distance__mean,graph_pool,representation
level__pool__teammate__20yd__closest_distance__std,graph_pool,representation
level__pool__teammate__20yd__ball_distance_advantage__mean,graph_pool,representation
level__pool__teammate__20yd__ball_distance_advantage__std,graph_pool,representation
level__pool__teammate__20yd__heading_alignment__mean,graph_pool,representation
level__pool__teammate__20yd__heading_alignment__std,graph_pool,representation
level__pool__teammate__20yd__age_seconds__mean,graph_pool,representation
level__pool__teammate__20yd__age_seconds__std,graph_pool,representation
level__pool__teammate__20yd__relative_speed__mean,graph_pool,representation
level__pool__teammate__20yd__relative_speed__std,graph_pool,representation
level__pool__teammate__20yd__weight_sum,graph_pool,representation
level__pool__teammate__20yd__effective_neighbours,graph_pool,representation
level__pool__opponent__2yd__dx__mean,graph_pool,representation
level__pool__opponent__2yd__dx__std,graph_pool,representation
level__pool__opponent__2yd__dy__mean,graph_pool,representation
level__pool__opponent__2yd__dy__std,graph_pool,representation
level__pool__opponent__2yd__dvx__mean,graph_pool,representation
level__pool__opponent__2yd__dvx__std,graph_pool,representation
level__pool__opponent__2yd__dvy__mean,graph_pool,representation
level__pool__opponent__2yd__dvy__std,graph_pool,representation
level__pool__opponent__2yd__closing_speed__mean,graph_pool,representation
level__pool__opponent__2yd__closing_speed__std,graph_pool,representation
level__pool__opponent__2yd__closest_distance__mean,graph_pool,representation
level__pool__opponent__2yd__closest_distance__std,graph_pool,representation
level__pool__opponent__2yd__ball_distance_advantage__mean,graph_pool,representation
level__pool__opponent__2yd__ball_distance_advantage__std,graph_pool,representation
level__pool__opponent__2yd__heading_alignment__mean,graph_pool,representation
level__pool__opponent__2yd__heading_alignment__std,graph_pool,representation
level__pool__opponent__2yd__age_seconds__mean,graph_pool,representation
level__pool__opponent__2yd__age_seconds__std,graph_pool,representation
level__pool__opponent__2yd__relative_speed__mean,graph_pool,representation
level__pool__opponent__2yd__relative_speed__std,graph_pool,representation
level__pool__opponent__2yd__weight_sum,graph_pool,representation
level__pool__opponent__2yd__effective_neighbours,graph_pool,representation
level__pool__opponent__5yd__dx__mean,graph_pool,representation
level__pool__opponent__5yd__dx__std,graph_pool,representation
level__pool__opponent__5yd__dy__mean,graph_pool,representation
level__pool__opponent__5yd__dy__std,graph_pool,representation
level__pool__opponent__5yd__dvx__mean,graph_pool,representation
level__pool__opponent__5yd__dvx__std,graph_pool,representation
level__pool__opponent__5yd__dvy__mean,graph_pool,representation
level__pool__opponent__5yd__dvy__std,graph_pool,representation
level__pool__opponent__5yd__closing_speed__mean,graph_pool,representation
level__pool__opponent__5yd__closing_speed__std,graph_pool,representation
level__pool__opponent__5yd__closest_distance__mean,graph_pool,representation
level__pool__opponent__5yd__closest_distance__std,graph_pool,representation
level__pool__opponent__5yd__ball_distance_advantage__mean,graph_pool,representation
level__pool__opponent__5yd__ball_distance_advantage__std,graph_pool,representation
level__pool__opponent__5yd__heading_alignment__mean,graph_pool,representation
level__pool__opponent__5yd__heading_alignment__std,graph_pool,representation
level__pool__opponent__5yd__age_seconds__mean,graph_pool,representation
level__pool__opponent__5yd__age_seconds__std,graph_pool,representation
level__pool__opponent__5yd__relative_speed__mean,graph_pool,representation
level__pool__opponent__5yd__relative_speed__std,graph_pool,representation
level__pool__opponent__5yd__weight_sum,graph_pool,representation
level__pool__opponent__5yd__effective_neighbours,graph_pool,representation
level__pool__opponent__10yd__dx__mean,graph_pool,representation
level__pool__opponent__10yd__dx__std,graph_pool,representation
level__pool__opponent__10yd__dy__mean,graph_pool,representation
level__pool__opponent__10yd__dy__std,graph_pool,representation
level__pool__opponent__10yd__dvx__mean,graph_pool,representation
level__pool__opponent__10yd__dvx__std,graph_pool,representation
level__pool__opponent__10yd__dvy__mean,graph_pool,representation
level__pool__opponent__10yd__dvy__std,graph_pool,representation
level__pool__opponent__10yd__closing_speed__mean,graph_pool,representation
level__pool__opponent__10yd__closing_speed__std,graph_pool,representation
level__pool__opponent__10yd__closest_distance__mean,graph_pool,representation
level__pool__opponent__10yd__closest_distance__std,graph_pool,representation
level__pool__opponent__10yd__ball_distance_advantage__mean,graph_pool,representation
level__pool__opponent__10yd__ball_distance_advantage__std,graph_pool,representation
level__pool__opponent__10yd__heading_alignment__mean,graph_pool,representation
level__pool__opponent__10yd__heading_alignment__std,graph_pool,representation
level__pool__opponent__10yd__age_seconds__mean,graph_pool,representation
level__pool__opponent__10yd__age_seconds__std,graph_pool,representation
level__pool__opponent__10yd__relative_speed__mean,graph_pool,representation
level__pool__opponent__10yd__relative_speed__std,graph_pool,representation
level__pool__opponent__10yd__weight_sum,graph_pool,representation
level__pool__opponent__10yd__effective_neighbours,graph_pool,representation
level__pool__opponent__20yd__dx__mean,graph_pool,representation
level__pool__opponent__20yd__dx__std,graph_pool,representation
level__pool__opponent__20yd__dy__mean,graph_pool,representation
level__pool__opponent__20yd__dy__std,graph_pool,representation
level__pool__opponent__20yd__dvx__mean,graph_pool,representation
level__pool__opponent__20yd__dvx__std,graph_pool,representation
level__pool__opponent__20yd__dvy__mean,graph_pool,representation
level__pool__opponent__20yd__dvy__std,graph_pool,representation
level__pool__opponent__20yd__closing_speed__mean,graph_pool,representation
level__pool__opponent__20yd__closing_speed__std,graph_pool,representation
level__pool__opponent__20yd__closest_distance__mean,graph_pool,representation
level__pool__opponent__20yd__closest_distance__std,graph_pool,representation
level__pool__opponent__20yd__ball_distance_advantage__mean,graph_pool,representation
level__pool__opponent__20yd__ball_distance_advantage__std,graph_pool,representation
level__pool__opponent__20yd__heading_alignment__mean,graph_pool,representation
level__pool__opponent__20yd__heading_alignment__std,graph_pool,representation
level__pool__opponent__20yd__age_seconds__mean,graph_pool,representation
level__pool__opponent__20yd__age_seconds__std,graph_pool,representation
level__pool__opponent__20yd__relative_speed__mean,graph_pool,representation
level__pool__opponent__20yd__relative_speed__std,graph_pool,representation
level__pool__opponent__20yd__weight_sum,graph_pool,representation
level__pool__opponent__20yd__effective_neighbours,graph_pool,representation
level__destination__ball__dx,role_destination,representation
level__destination__ball__dy,role_destination,representation
level__destination__ball__vx,role_destination,representation
level__destination__ball__vy,role_destination,representation
level__destination__ball__velocity_gap_x,role_destination,representation
level__destination__ball__velocity_gap_y,role_destination,representation
level__destination__ball__ax,role_destination,representation
level__destination__ball__ay,role_destination,representation
level__destination__ball__speed,role_destination,representation
level__destination__ball__alignment,role_destination,representation
level__destination__receiver__dx,role_destination,representation
level__destination__receiver__dy,role_destination,representation
level__destination__receiver__vx,role_destination,representation
level__destination__receiver__vy,role_destination,representation
level__destination__receiver__velocity_gap_x,role_destination,representation
level__destination__receiver__velocity_gap_y,role_destination,representation
level__destination__receiver__ax,role_destination,representation
level__destination__receiver__ay,role_destination,representation
level__destination__receiver__speed,role_destination,representation
level__destination__receiver__alignment,role_destination,representation
level__destination__opponent1__dx,role_destination,representation
level__destination__opponent1__dy,role_destination,representation
level__destination__opponent1__vx,role_destination,representation
level__destination__opponent1__vy,role_destination,representation
level__destination__opponent1__velocity_gap_x,role_destination,representation
level__destination__opponent1__velocity_gap_y,role_destination,representation
level__destination__opponent1__ax,role_destination,representation
level__destination__opponent1__ay,role_destination,representation
level__destination__opponent1__speed,role_destination,representation
level__destination__opponent1__alignment,role_destination,representation
level__route_pc00__score,route_representation,representation
level__route_pc00__square,route_representation,representation
level__route_pc00__coverage,route_representation,representation
level__route_pc00__receiver,route_representation,representation
level__route_pc01__score,route_representation,representation
level__route_pc01__square,route_representation,representation
level__route_pc01__coverage,route_representation,representation
level__route_pc01__receiver,route_representation,representation
level__route_pc02__score,route_representation,representation
level__route_pc02__square,route_representation,representation
level__route_pc02__coverage,route_representation,representation
level__route_pc02__receiver,route_representation,representation
level__route_pc03__score,route_representation,representation
level__route_pc03__square,route_representation,representation
level__route_pc03__coverage,route_representation,representation
level__route_pc03__receiver,route_representation,representation
level__route_pc04__score,route_representation,representation
level__route_pc04__square,route_representation,representation
level__route_pc04__coverage,route_representation,representation
level__route_pc04__receiver,route_representation,representation
level__route_pc05__score,route_representation,representation
level__route_pc05__square,route_representation,representation
level__route_pc05__coverage,route_representation,representation
level__route_pc05__receiver,route_representation,representation
level__route_pc06__score,route_representation,representation
level__route_pc06__square,route_representation,representation
level__route_pc06__coverage,route_representation,representation
level__route_pc06__receiver,route_representation,representation
level__route_pc07__score,route_representation,representation
level__route_pc07__square,route_representation,representation
level__route_pc07__coverage,route_representation,representation
level__route_pc07__receiver,route_representation,representation
level__route_pc08__score,route_representation,representation
level__route_pc08__square,route_representation,representation
level__route_pc08__coverage,route_representation,representation
level__route_pc08__receiver,route_representation,representation
level__route_pc09__score,route_representation,representation
level__route_pc09__square,route_representation,representation
level__route_pc09__coverage,route_representation,representation
level__route_pc09__receiver,route_representation,representation
level__route_pc10__score,route_representation,representation
level__route_pc10__square,route_representation,representation
level__route_pc10__coverage,route_representation,representation
level__route_pc10__receiver,route_representation,representation
level__route_pc11__score,route_representation,representation
level__route_pc11__square,route_representation,representation
level__route_pc11__coverage,route_representation,representation
level__route_pc11__receiver,route_representation,representation
level__route_pc12__score,route_representation,representation
level__route_pc12__square,route_representation,representation
level__route_pc12__coverage,route_representation,representation
level__route_pc12__receiver,route_representation,representation
level__route_pc13__score,route_representation,representation
level__route_pc13__square,route_representation,representation
level__route_pc13__coverage,route_representation,representation
level__route_pc13__receiver,route_representation,representation
level__route_pc14__score,route_representation,representation
level__route_pc14__square,route_representation,representation
level__route_pc14__coverage,route_representation,representation
level__route_pc14__receiver,route_representation,representation
level__route_pc15__score,route_representation,representation
level__route_pc15__square,route_representation,representation
level__route_pc15__coverage,route_representation,representation
level__route_pc15__receiver,route_representation,representation
level__route_cluster00__distance,route_representation,representation
level__route_cluster00__affinity,route_representation,representation
level__route_cluster01__distance,route_representation,representation
level__route_cluster01__affinity,route_representation,representation
level__route_cluster02__distance,route_representation,representation
level__route_cluster02__affinity,route_representation,representation
level__route_cluster03__distance,route_representation,representation
level__route_cluster03__affinity,route_representation,representation
level__route_cluster04__distance,route_representation,representation
level__route_cluster04__affinity,route_representation,representation
level__route_cluster05__distance,route_representation,representation
level__route_cluster05__affinity,route_representation,representation
level__route_cluster06__distance,route_representation,representation
level__route_cluster06__affinity,route_representation,representation
level__route_cluster07__distance,route_representation,representation
level__route_cluster07__affinity,route_representation,representation
time__pool__teammate__2yd__dx__mean,graph_pool,representation
time__pool__teammate__2yd__dx__std,graph_pool,representation
time__pool__teammate__2yd__dy__mean,graph_pool,representation
time__pool__teammate__2yd__dy__std,graph_pool,representation
time__pool__teammate__2yd__dvx__mean,graph_pool,representation
time__pool__teammate__2yd__dvx__std,graph_pool,representation
time__pool__teammate__2yd__dvy__mean,graph_pool,representation
time__pool__teammate__2yd__dvy__std,graph_pool,representation
time__pool__teammate__2yd__closing_speed__mean,graph_pool,representation
time__pool__teammate__2yd__closing_speed__std,graph_pool,representation
time__pool__teammate__2yd__closest_distance__mean,graph_pool,representation
time__pool__teammate__2yd__closest_distance__std,graph_pool,representation
time__pool__teammate__2yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__teammate__2yd__ball_distance_advantage__std,graph_pool,representation
time__pool__teammate__2yd__heading_alignment__mean,graph_pool,representation
time__pool__teammate__2yd__heading_alignment__std,graph_pool,representation
time__pool__teammate__2yd__age_seconds__mean,graph_pool,representation
time__pool__teammate__2yd__age_seconds__std,graph_pool,representation
time__pool__teammate__2yd__relative_speed__mean,graph_pool,representation
time__pool__teammate__2yd__relative_speed__std,graph_pool,representation
time__pool__teammate__2yd__weight_sum,graph_pool,representation
time__pool__teammate__2yd__effective_neighbours,graph_pool,representation
time__pool__teammate__5yd__dx__mean,graph_pool,representation
time__pool__teammate__5yd__dx__std,graph_pool,representation
time__pool__teammate__5yd__dy__mean,graph_pool,representation
time__pool__teammate__5yd__dy__std,graph_pool,representation
time__pool__teammate__5yd__dvx__mean,graph_pool,representation
time__pool__teammate__5yd__dvx__std,graph_pool,representation
time__pool__teammate__5yd__dvy__mean,graph_pool,representation
time__pool__teammate__5yd__dvy__std,graph_pool,representation
time__pool__teammate__5yd__closing_speed__mean,graph_pool,representation
time__pool__teammate__5yd__closing_speed__std,graph_pool,representation
time__pool__teammate__5yd__closest_distance__mean,graph_pool,representation
time__pool__teammate__5yd__closest_distance__std,graph_pool,representation
time__pool__teammate__5yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__teammate__5yd__ball_distance_advantage__std,graph_pool,representation
time__pool__teammate__5yd__heading_alignment__mean,graph_pool,representation
time__pool__teammate__5yd__heading_alignment__std,graph_pool,representation
time__pool__teammate__5yd__age_seconds__mean,graph_pool,representation
time__pool__teammate__5yd__age_seconds__std,graph_pool,representation
time__pool__teammate__5yd__relative_speed__mean,graph_pool,representation
time__pool__teammate__5yd__relative_speed__std,graph_pool,representation
time__pool__teammate__5yd__weight_sum,graph_pool,representation
time__pool__teammate__5yd__effective_neighbours,graph_pool,representation
time__pool__teammate__10yd__dx__mean,graph_pool,representation
time__pool__teammate__10yd__dx__std,graph_pool,representation
time__pool__teammate__10yd__dy__mean,graph_pool,representation
time__pool__teammate__10yd__dy__std,graph_pool,representation
time__pool__teammate__10yd__dvx__mean,graph_pool,representation
time__pool__teammate__10yd__dvx__std,graph_pool,representation
time__pool__teammate__10yd__dvy__mean,graph_pool,representation
time__pool__teammate__10yd__dvy__std,graph_pool,representation
time__pool__teammate__10yd__closing_speed__mean,graph_pool,representation
time__pool__teammate__10yd__closing_speed__std,graph_pool,representation
time__pool__teammate__10yd__closest_distance__mean,graph_pool,representation
time__pool__teammate__10yd__closest_distance__std,graph_pool,representation
time__pool__teammate__10yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__teammate__10yd__ball_distance_advantage__std,graph_pool,representation
time__pool__teammate__10yd__heading_alignment__mean,graph_pool,representation
time__pool__teammate__10yd__heading_alignment__std,graph_pool,representation
time__pool__teammate__10yd__age_seconds__mean,graph_pool,representation
time__pool__teammate__10yd__age_seconds__std,graph_pool,representation
time__pool__teammate__10yd__relative_speed__mean,graph_pool,representation
time__pool__teammate__10yd__relative_speed__std,graph_pool,representation
time__pool__teammate__10yd__weight_sum,graph_pool,representation
time__pool__teammate__10yd__effective_neighbours,graph_pool,representation
time__pool__teammate__20yd__dx__mean,graph_pool,representation
time__pool__teammate__20yd__dx__std,graph_pool,representation
time__pool__teammate__20yd__dy__mean,graph_pool,representation
time__pool__teammate__20yd__dy__std,graph_pool,representation
time__pool__teammate__20yd__dvx__mean,graph_pool,representation
time__pool__teammate__20yd__dvx__std,graph_pool,representation
time__pool__teammate__20yd__dvy__mean,graph_pool,representation
time__pool__teammate__20yd__dvy__std,graph_pool,representation
time__pool__teammate__20yd__closing_speed__mean,graph_pool,representation
time__pool__teammate__20yd__closing_speed__std,graph_pool,representation
time__pool__teammate__20yd__closest_distance__mean,graph_pool,representation
time__pool__teammate__20yd__closest_distance__std,graph_pool,representation
time__pool__teammate__20yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__teammate__20yd__ball_distance_advantage__std,graph_pool,representation
time__pool__teammate__20yd__heading_alignment__mean,graph_pool,representation
time__pool__teammate__20yd__heading_alignment__std,graph_pool,representation
time__pool__teammate__20yd__age_seconds__mean,graph_pool,representation
time__pool__teammate__20yd__age_seconds__std,graph_pool,representation
time__pool__teammate__20yd__relative_speed__mean,graph_pool,representation
time__pool__teammate__20yd__relative_speed__std,graph_pool,representation
time__pool__teammate__20yd__weight_sum,graph_pool,representation
time__pool__teammate__20yd__effective_neighbours,graph_pool,representation
time__pool__opponent__2yd__dx__mean,graph_pool,representation
time__pool__opponent__2yd__dx__std,graph_pool,representation
time__pool__opponent__2yd__dy__mean,graph_pool,representation
time__pool__opponent__2yd__dy__std,graph_pool,representation
time__pool__opponent__2yd__dvx__mean,graph_pool,representation
time__pool__opponent__2yd__dvx__std,graph_pool,representation
time__pool__opponent__2yd__dvy__mean,graph_pool,representation
time__pool__opponent__2yd__dvy__std,graph_pool,representation
time__pool__opponent__2yd__closing_speed__mean,graph_pool,representation
time__pool__opponent__2yd__closing_speed__std,graph_pool,representation
time__pool__opponent__2yd__closest_distance__mean,graph_pool,representation
time__pool__opponent__2yd__closest_distance__std,graph_pool,representation
time__pool__opponent__2yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__opponent__2yd__ball_distance_advantage__std,graph_pool,representation
time__pool__opponent__2yd__heading_alignment__mean,graph_pool,representation
time__pool__opponent__2yd__heading_alignment__std,graph_pool,representation
time__pool__opponent__2yd__age_seconds__mean,graph_pool,representation
time__pool__opponent__2yd__age_seconds__std,graph_pool,representation
time__pool__opponent__2yd__relative_speed__mean,graph_pool,representation
time__pool__opponent__2yd__relative_speed__std,graph_pool,representation
time__pool__opponent__2yd__weight_sum,graph_pool,representation
time__pool__opponent__2yd__effective_neighbours,graph_pool,representation
time__pool__opponent__5yd__dx__mean,graph_pool,representation
time__pool__opponent__5yd__dx__std,graph_pool,representation
time__pool__opponent__5yd__dy__mean,graph_pool,representation
time__pool__opponent__5yd__dy__std,graph_pool,representation
time__pool__opponent__5yd__dvx__mean,graph_pool,representation
time__pool__opponent__5yd__dvx__std,graph_pool,representation
time__pool__opponent__5yd__dvy__mean,graph_pool,representation
time__pool__opponent__5yd__dvy__std,graph_pool,representation
time__pool__opponent__5yd__closing_speed__mean,graph_pool,representation
time__pool__opponent__5yd__closing_speed__std,graph_pool,representation
time__pool__opponent__5yd__closest_distance__mean,graph_pool,representation
time__pool__opponent__5yd__closest_distance__std,graph_pool,representation
time__pool__opponent__5yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__opponent__5yd__ball_distance_advantage__std,graph_pool,representation
time__pool__opponent__5yd__heading_alignment__mean,graph_pool,representation
time__pool__opponent__5yd__heading_alignment__std,graph_pool,representation
time__pool__opponent__5yd__age_seconds__mean,graph_pool,representation
time__pool__opponent__5yd__age_seconds__std,graph_pool,representation
time__pool__opponent__5yd__relative_speed__mean,graph_pool,representation
time__pool__opponent__5yd__relative_speed__std,graph_pool,representation
time__pool__opponent__5yd__weight_sum,graph_pool,representation
time__pool__opponent__5yd__effective_neighbours,graph_pool,representation
time__pool__opponent__10yd__dx__mean,graph_pool,representation
time__pool__opponent__10yd__dx__std,graph_pool,representation
time__pool__opponent__10yd__dy__mean,graph_pool,representation
time__pool__opponent__10yd__dy__std,graph_pool,representation
time__pool__opponent__10yd__dvx__mean,graph_pool,representation
time__pool__opponent__10yd__dvx__std,graph_pool,representation
time__pool__opponent__10yd__dvy__mean,graph_pool,representation
time__pool__opponent__10yd__dvy__std,graph_pool,representation
time__pool__opponent__10yd__closing_speed__mean,graph_pool,representation
time__pool__opponent__10yd__closing_speed__std,graph_pool,representation
time__pool__opponent__10yd__closest_distance__mean,graph_pool,representation
time__pool__opponent__10yd__closest_distance__std,graph_pool,representation
time__pool__opponent__10yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__opponent__10yd__ball_distance_advantage__std,graph_pool,representation
time__pool__opponent__10yd__heading_alignment__mean,graph_pool,representation
time__pool__opponent__10yd__heading_alignment__std,graph_pool,representation
time__pool__opponent__10yd__age_seconds__mean,graph_pool,representation
time__pool__opponent__10yd__age_seconds__std,graph_pool,representation
time__pool__opponent__10yd__relative_speed__mean,graph_pool,representation
time__pool__opponent__10yd__relative_speed__std,graph_pool,representation
time__pool__opponent__10yd__weight_sum,graph_pool,representation
time__pool__opponent__10yd__effective_neighbours,graph_pool,representation
time__pool__opponent__20yd__dx__mean,graph_pool,representation
time__pool__opponent__20yd__dx__std,graph_pool,representation
time__pool__opponent__20yd__dy__mean,graph_pool,representation
time__pool__opponent__20yd__dy__std,graph_pool,representation
time__pool__opponent__20yd__dvx__mean,graph_pool,representation
time__pool__opponent__20yd__dvx__std,graph_pool,representation
time__pool__opponent__20yd__dvy__mean,graph_pool,representation
time__pool__opponent__20yd__dvy__std,graph_pool,representation
time__pool__opponent__20yd__closing_speed__mean,graph_pool,representation
time__pool__opponent__20yd__closing_speed__std,graph_pool,representation
time__pool__opponent__20yd__closest_distance__mean,graph_pool,representation
time__pool__opponent__20yd__closest_distance__std,graph_pool,representation
time__pool__opponent__20yd__ball_distance_advantage__mean,graph_pool,representation
time__pool__opponent__20yd__ball_distance_advantage__std,graph_pool,representation
time__pool__opponent__20yd__heading_alignment__mean,graph_pool,representation
time__pool__opponent__20yd__heading_alignment__std,graph_pool,representation
time__pool__opponent__20yd__age_seconds__mean,graph_pool,representation
time__pool__opponent__20yd__age_seconds__std,graph_pool,representation
time__pool__opponent__20yd__relative_speed__mean,graph_pool,representation
time__pool__opponent__20yd__relative_speed__std,graph_pool,representation
time__pool__opponent__20yd__weight_sum,graph_pool,representation
time__pool__opponent__20yd__effective_neighbours,graph_pool,representation
time__destination__ball__dx,role_destination,representation
time__destination__ball__dy,role_destination,representation
time__destination__ball__vx,role_destination,representation
time__destination__ball__vy,role_destination,representation
time__destination__ball__velocity_gap_x,role_destination,representation
time__destination__ball__velocity_gap_y,role_destination,representation
time__destination__ball__ax,role_destination,representation
time__destination__ball__ay,role_destination,representation
time__destination__ball__speed,role_destination,representation
time__destination__ball__alignment,role_destination,representation
time__destination__receiver__dx,role_destination,representation
time__destination__receiver__dy,role_destination,representation
time__destination__receiver__vx,role_destination,representation
time__destination__receiver__vy,role_destination,representation
time__destination__receiver__velocity_gap_x,role_destination,representation
time__destination__receiver__velocity_gap_y,role_destination,representation
time__destination__receiver__ax,role_destination,representation
time__destination__receiver__ay,role_destination,representation
time__destination__receiver__speed,role_destination,representation
time__destination__receiver__alignment,role_destination,representation
time__destination__opponent1__dx,role_destination,representation
time__destination__opponent1__dy,role_destination,representation
time__destination__opponent1__vx,role_destination,representation
time__destination__opponent1__vy,role_destination,representation
time__destination__opponent1__velocity_gap_x,role_destination,representation
time__destination__opponent1__velocity_gap_y,role_destination,representation
time__destination__opponent1__ax,role_destination,representation
time__destination__opponent1__ay,role_destination,representation
time__destination__opponent1__speed,role_destination,representation
time__destination__opponent1__alignment,role_destination,representation
time__route_pc00__score,route_representation,representation
time__route_pc00__square,route_representation,representation
time__route_pc00__coverage,route_representation,representation
time__route_pc00__receiver,route_representation,representation
time__route_pc01__score,route_representation,representation
time__route_pc01__square,route_representation,representation
time__route_pc01__coverage,route_representation,representation
time__route_pc01__receiver,route_representation,representation
time__route_pc02__score,route_representation,representation
time__route_pc02__square,route_representation,representation
time__route_pc02__coverage,route_representation,representation
time__route_pc02__receiver,route_representation,representation
time__route_pc03__score,route_representation,representation
time__route_pc03__square,route_representation,representation
time__route_pc03__coverage,route_representation,representation
time__route_pc03__receiver,route_representation,representation
time__route_pc04__score,route_representation,representation
time__route_pc04__square,route_representation,representation
time__route_pc04__coverage,route_representation,representation
time__route_pc04__receiver,route_representation,representation
time__route_pc05__score,route_representation,representation
time__route_pc05__square,route_representation,representation
time__route_pc05__coverage,route_representation,representation
time__route_pc05__receiver,route_representation,representation
time__route_pc06__score,route_representation,representation
time__route_pc06__square,route_representation,representation
time__route_pc06__coverage,route_representation,representation
time__route_pc06__receiver,route_representation,representation
time__route_pc07__score,route_representation,representation
time__route_pc07__square,route_representation,representation
time__route_pc07__coverage,route_representation,representation
time__route_pc07__receiver,route_representation,representation
time__route_pc08__score,route_representation,representation
time__route_pc08__square,route_representation,representation
time__route_pc08__coverage,route_representation,representation
time__route_pc08__receiver,route_representation,representation
time__route_pc09__score,route_representation,representation
time__route_pc09__square,route_representation,representation
time__route_pc09__coverage,route_representation,representation
time__route_pc09__receiver,route_representation,representation
time__route_pc10__score,route_representation,representation
time__route_pc10__square,route_representation,representation
time__route_pc10__coverage,route_representation,representation
time__route_pc10__receiver,route_representation,representation
time__route_pc11__score,route_representation,representation
time__route_pc11__square,route_representation,representation
time__route_pc11__coverage,route_representation,representation
time__route_pc11__receiver,route_representation,representation
time__route_pc12__score,route_representation,representation
time__route_pc12__square,route_representation,representation
time__route_pc12__coverage,route_representation,representation
time__route_pc12__receiver,route_representation,representation
time__route_pc13__score,route_representation,representation
time__route_pc13__square,route_representation,representation
time__route_pc13__coverage,route_representation,representation
time__route_pc13__receiver,route_representation,representation
time__route_pc14__score,route_representation,representation
time__route_pc14__square,route_representation,representation
time__route_pc14__coverage,route_representation,representation
time__route_pc14__receiver,route_representation,representation
time__route_pc15__score,route_representation,representation
time__route_pc15__square,route_representation,representation
time__route_pc15__coverage,route_representation,representation
time__route_pc15__receiver,route_representation,representation
time__route_cluster00__distance,route_representation,representation
time__route_cluster00__affinity,route_representation,representation
time__route_cluster01__distance,route_representation,representation
time__route_cluster01__affinity,route_representation,representation
time__route_cluster02__distance,route_representation,representation
time__route_cluster02__affinity,route_representation,representation
time__route_cluster03__distance,route_representation,representation
time__route_cluster03__affinity,route_representation,representation
time__route_cluster04__distance,route_representation,representation
time__route_cluster04__affinity,route_representation,representation
time__route_cluster05__distance,route_representation,representation
time__route_cluster05__affinity,route_representation,representation
time__route_cluster06__distance,route_representation,representation
time__route_cluster06__affinity,route_representation,representation
time__route_cluster07__distance,route_representation,representation
time__route_cluster07__affinity,route_representation,representation
fraction__pool__teammate__2yd__dx__mean,graph_pool,representation
fraction__pool__teammate__2yd__dx__std,graph_pool,representation
fraction__pool__teammate__2yd__dy__mean,graph_pool,representation
fraction__pool__teammate__2yd__dy__std,graph_pool,representation
fraction__pool__teammate__2yd__dvx__mean,graph_pool,representation
fraction__pool__teammate__2yd__dvx__std,graph_pool,representation
fraction__pool__teammate__2yd__dvy__mean,graph_pool,representation
fraction__pool__teammate__2yd__dvy__std,graph_pool,representation
fraction__pool__teammate__2yd__closing_speed__mean,graph_pool,representation
fraction__pool__teammate__2yd__closing_speed__std,graph_pool,representation
fraction__pool__teammate__2yd__closest_distance__mean,graph_pool,representation
fraction__pool__teammate__2yd__closest_distance__std,graph_pool,representation
fraction__pool__teammate__2yd__ball_distance_advantage__mean,graph_pool,representation
fraction__pool__teammate__2yd__ball_distance_advantage__std,graph_pool,representation
fraction__pool__teammate__2yd__heading_alignment__mean,graph_pool,representation
fraction__pool__teammate__2yd__heading_alignment__std,graph_pool,representation
fraction__pool__teammate__2yd__age_seconds__mean,graph_pool,representation
fraction__pool__teammate__2yd__age_seconds__std,graph_pool,representation
fraction__pool__teammate__2yd__relative_speed__mean,graph_pool,representation
fraction__pool__teammate__2yd__relative_speed__std,graph_pool,representation
fraction__pool__teammate__2yd__weight_sum,graph_pool,representation
fraction__pool__teammate__2yd__effective_neighbours,graph_pool,representation
fraction__pool__teammate__5yd__dx__mean,graph_pool,representation
fraction__pool__teammate__5yd__dx__std,graph_pool,representation
fraction__pool__teammate__5yd__dy__mean,graph_pool,representation
fraction__pool__teammate__5yd__dy__std,graph_pool,representation
